#     t_0 (HJD)       u_0    t_E (d)     rho 
# 2458310.77700  0.006689    15.8860 0.00010 
# 
# Data are perfect.
2.458180627276758663e+06 1.941602108410975802e+01 1.085736204758129542e-02
2.458180733218739275e+06 1.941602017403512193e+01 1.085736204758129542e-02
2.458180839160719886e+06 1.941601926037245818e+01 1.085736204758129542e-02
2.458180945102700964e+06 1.941601834310487362e+01 1.085736204758129542e-02
2.458181051044681575e+06 1.941601742221538984e+01 1.085736204758129542e-02
2.458181156986662187e+06 1.941601649768692539e+01 1.085736204758129542e-02
2.458181262928642798e+06 1.941601556950231711e+01 1.085736204758129542e-02
2.458181368870623410e+06 1.941601463764428814e+01 1.085736204758129542e-02
2.458181474812604021e+06 1.941601370209549060e+01 1.085736204758129542e-02
2.458181580754584633e+06 1.941601276283846289e+01 1.085736204758129542e-02
2.458181686696565244e+06 1.941601181985565816e+01 1.085736204758129542e-02
2.458181792638545856e+06 1.941601087312943008e+01 1.085736204758129542e-02
2.458181898580526933e+06 1.941600992264202574e+01 1.085736204758129542e-02
2.458182004522507545e+06 1.941600896837562118e+01 1.085736204758129542e-02
2.458182110464488156e+06 1.941600801031226098e+01 1.085736204758129542e-02
2.458182216406468768e+06 1.941600704843391867e+01 1.085736204758129542e-02
2.458182322348449379e+06 1.941600608272244699e+01 1.085736204758129542e-02
2.458182428290429991e+06 1.941600511315961697e+01 1.085736204758129542e-02
2.458182534232410602e+06 1.941600413972708239e+01 1.085736204758129542e-02
2.458182640174391214e+06 1.941600316240640467e+01 1.085736204758129542e-02
2.458182746116371825e+06 1.941600218117904220e+01 1.085736204758129542e-02
2.458182852058352437e+06 1.941600119602635033e+01 1.085736204758129542e-02
2.458182958000333514e+06 1.941600020692958140e+01 1.085736204758129542e-02
2.458183063942314126e+06 1.941599921386988470e+01 1.085736204758129542e-02
2.458183169884294737e+06 1.941599821682830296e+01 1.085736204758129542e-02
2.458183275826275349e+06 1.941599721578577231e+01 1.085736204758129542e-02
2.458183381768255960e+06 1.941599621072312942e+01 1.085736204758129542e-02
2.458183487710236572e+06 1.941599520162109727e+01 1.085736204758129542e-02
2.458183593652217183e+06 1.941599418846029579e+01 1.085736204758129542e-02
2.458183699594197795e+06 1.941599317122123125e+01 1.085736204758129542e-02
2.458183805536178406e+06 1.941599214988431044e+01 1.085736204758129542e-02
2.458183911478159484e+06 1.941599112442981934e+01 1.085736204758129542e-02
2.458184017420140095e+06 1.941599009483795157e+01 1.085736204758129542e-02
2.458184123362120707e+06 1.941598906108877287e+01 1.085736204758129542e-02
2.458184229304101318e+06 1.941598802316224237e+01 1.085736204758129542e-02
2.458184335246081930e+06 1.941598698103820908e+01 1.085736204758129542e-02
